claim_id,country_code,country_name,year,year_label,end_year,title,summary,category,era_id,canonical_url,history_updated
TL:ERI:event:1998:border-war-with-ethiopia,ERI,Eritrea,1998,May 1998 - June 2000,2000,Border war with Ethiopia,A dispute over Badme escalates into a full-scale war that kills tens of thousands and displaces more than a million before a ceasefire.,war,independent-eritrea,https://terralore.co/country/ERI/chronicle#ev-1998-border-war-with-ethiopia,2026-06-13
TL:ERI:event:2000:algiers-agreement,ERI,Eritrea,2000,12 December 2000,,Algiers Agreement,"Eritrea and Ethiopia sign the Algiers peace agreement; a boundary commission later awards Badme to Eritrea, but Ethiopia refuses to withdraw, leaving a frozen stand-off.",politics,independent-eritrea,https://terralore.co/country/ERI/chronicle#ev-2000-algiers-agreement,2026-06-13
TL:ERI:event:2001:entrenched-one-party-rule,ERI,Eritrea,2001,since 2001,,Entrenched one-party rule,"Promised elections and the ratified constitution are shelved; indefinite national service and bans on independent press, parties and religion make Eritrea one of the world's most closed states.",politics,independent-eritrea,https://terralore.co/country/ERI/chronicle#ev-2001-entrenched-one-party-rule,2026-06-13
TL:ERI:event:2018:peace-with-ethiopia,ERI,Eritrea,2018,9 July 2018,,Peace with Ethiopia,"Isaias Afwerki and Abiy Ahmed sign a declaration formally ending the border war, though internal repression in Eritrea continues largely unchanged.",politics,independent-eritrea,https://terralore.co/country/ERI/chronicle#ev-2018-peace-with-ethiopia,2026-06-13
TL:ESP:event:1100bce:phoenician-colonisation-of-the-coast,ESP,Spain,-1100,c. 1100 BCE,,Phoenician colonisation of the coast,"Phoenician traders founded Gadir (modern Cádiz) and other settlements, drawing Iberia into Mediterranean commerce and bringing eastern goods, writing and urban contact to the peninsula.",founding,iberia-rome-and-the-visigoths,https://terralore.co/country/ESP/chronicle#ev-1100bce-phoenician-colonisation-of-the-coast,2026-08-22
TL:ESP:event:218bce:rome-enters-hispania,ESP,Spain,-218,218 BCE,,Rome enters Hispania,"During the Second Punic War, Roman forces landed in Iberia; over roughly two centuries Rome conquered the entire peninsula and organised it as the provinces of Hispania.",war,iberia-rome-and-the-visigoths,https://terralore.co/country/ESP/chronicle#ev-218bce-rome-enters-hispania,2026-08-22
TL:ESP:event:409:germanic-peoples-enter-iberia,ESP,Spain,409,409 CE,,Germanic peoples enter Iberia,"As Roman power waned, Germanic groups crossed into the peninsula; the Visigoths emerged as the dominant power and built a kingdom on the Roman and Christian inheritance.",migration,iberia-rome-and-the-visigoths,https://terralore.co/country/ESP/chronicle#ev-409-germanic-peoples-enter-iberia,2026-08-22
TL:ESP:event:589:visigothic-kingdom-of-toledo-turns-catholic,ESP,Spain,589,589 CE,,Visigothic kingdom of Toledo turns Catholic,"At the Third Council of Toledo, King Reccared and the Visigoths converted from Arian to Catholic Christianity, binding the ruling Germanic elite to the Hispano-Roman Catholic population.",religion,iberia-rome-and-the-visigoths,https://terralore.co/country/ESP/chronicle#ev-589-visigothic-kingdom-of-toledo-turns-catholic,2026-08-22
TL:ESP:event:711:umayyad-conquest-and-the-battle-of-guadalete,ESP,Spain,711,711 CE,,Umayyad conquest and the Battle of Guadalete,"An Umayyad army under Tariq ibn Ziyad defeated and killed the Visigothic king Roderic, opening the way to the rapid Muslim conquest of most of the peninsula and the creation of Al-Andalus.",war,al-andalus-and-the-reconquista,https://terralore.co/country/ESP/chronicle#ev-711-umayyad-conquest-and-the-battle-of-guadalete,2026-08-22
TL:ESP:event:929:caliphate-of-cordoba-proclaimed,ESP,Spain,929,929 CE,,Caliphate of Córdoba proclaimed,"Abd al-Rahman III declared himself caliph at Córdoba, marking the political and cultural zenith of Al-Andalus, whose capital became a leading centre of learning and the arts in Europe.",politics,al-andalus-and-the-reconquista,https://terralore.co/country/ESP/chronicle#ev-929-caliphate-of-cordoba-proclaimed,2026-08-22
TL:ESP:event:1085:christian-capture-of-toledo,ESP,Spain,1085,1085 CE,,Christian capture of Toledo,"Alfonso VI of León and Castile took the former Visigothic capital of Toledo, a major advance of the Reconquista and a centre where Arabic, Hebrew and Latin learning was later translated.",war,al-andalus-and-the-reconquista,https://terralore.co/country/ESP/chronicle#ev-1085-christian-capture-of-toledo,2026-08-22
TL:ESP:event:1212:battle-of-las-navas-de-tolosa,ESP,Spain,1212,1212 CE,,Battle of Las Navas de Tolosa,"A coalition of Christian kingdoms decisively defeated the Almohad caliphate, breaking Muslim power in the peninsula and accelerating the southward Christian advance.",war,al-andalus-and-the-reconquista,https://terralore.co/country/ESP/chronicle#ev-1212-battle-of-las-navas-de-tolosa,2026-08-22
TL:ESP:event:1492:fall-of-granada,ESP,Spain,1492,2 Jan 1492,,Fall of Granada,"Muhammad XII (Boabdil) surrendered Granada, the last Muslim state in Iberia, to the Catholic Monarchs, completing the Reconquista after nearly eight centuries.",war,al-andalus-and-the-reconquista,https://terralore.co/country/ESP/chronicle#ev-1492-fall-of-granada,2026-08-22
TL:ESP:event:1469:marriage-of-isabella-and-ferdinand,ESP,Spain,1469,1469,,Marriage of Isabella and Ferdinand,"The union of Isabella of Castile and Ferdinand of Aragon joined the two leading Iberian crowns, creating the dynastic foundation of a unified Spain under the 'Catholic Monarchs'.",politics,catholic-monarchs-and-golden-age,https://terralore.co/country/ESP/chronicle#ev-1469-marriage-of-isabella-and-ferdinand,2026-08-22
TL:ESP:event:1478:establishment-of-the-spanish-inquisition,ESP,Spain,1478,1478,,Establishment of the Spanish Inquisition,"Authorised under the Catholic Monarchs, the Spanish Inquisition prosecuted suspected heretics, especially conversos, through trials, torture and executions, enforcing religious uniformity for centuries.",religion,catholic-monarchs-and-golden-age,https://terralore.co/country/ESP/chronicle#ev-1478-establishment-of-the-spanish-inquisition,2026-08-22
TL:ESP:event:1492:columbus-s-first-voyage-and-the-alhambra-decree,ESP,Spain,1492,1492,,Columbus's first voyage and the Alhambra Decree,"Columbus reached the Americas under the crown of Castile, beginning Spain's overseas empire; the same year the Alhambra Decree expelled Spain's Jews who refused conversion.",colonization,catholic-monarchs-and-golden-age,https://terralore.co/country/ESP/chronicle#ev-1492-columbus-s-first-voyage-and-the-alhambra-decree,2026-08-22
TL:ESP:event:1519:conquest-of-the-aztec-empire,ESP,Spain,1519,1519–1521,1521,Conquest of the Aztec Empire,"Hernán Cortés and allied forces overthrew the Aztec empire, a conquest that brought vast wealth to Spain alongside war, subjugation and a catastrophic collapse of Indigenous populations.",colonization,catholic-monarchs-and-golden-age,https://terralore.co/country/ESP/chronicle#ev-1519-conquest-of-the-aztec-empire,2026-08-22
TL:ESP:event:1556:reign-of-philip-ii,ESP,Spain,1556,1556–1598,1598,Reign of Philip II,"Philip II ruled Spain at the height of its imperial power, made Madrid the capital and defended Catholicism in Europe's wars, presiding over the cultural Golden Age despite the defeat of the Armada in 1588.",politics,catholic-monarchs-and-golden-age,https://terralore.co/country/ESP/chronicle#ev-1556-reign-of-philip-ii,2026-08-22
TL:ESP:event:1700:death-of-charles-ii-and-end-of-the-spanish,ESP,Spain,1700,1700,,Death of Charles II and end of the Spanish Habsburgs,"The childless death of Charles II ended Habsburg rule in Spain. His will bequeathed the throne to the Bourbon Philip of Anjou, triggering a European war of succession.",politics,decline-bourbons-and-napoleonic-crisis,https://terralore.co/country/ESP/chronicle#ev-1700-death-of-charles-ii-and-end-of-the-spanish,2026-08-22
TL:ESP:event:1701:war-of-the-spanish-succession,ESP,Spain,1701,1701–1714,1714,War of the Spanish Succession,"A European war over the Spanish throne ended with the Bourbon Philip V confirmed as king by the Treaty of Utrecht (1713), which stripped Spain of its European territories and Gibraltar.",war,decline-bourbons-and-napoleonic-crisis,https://terralore.co/country/ESP/chronicle#ev-1701-war-of-the-spanish-succession,2026-08-22
TL:ESP:event:1808:dos-de-mayo-uprising,ESP,Spain,1808,2 May 1808,,Dos de Mayo uprising,"The people of Madrid rose against the occupying French army; the brutal repression that followed ignited the Peninsular War, Spain's war of independence against Napoleon.",war,decline-bourbons-and-napoleonic-crisis,https://terralore.co/country/ESP/chronicle#ev-1808-dos-de-mayo-uprising,2026-08-22
TL:ESP:event:1812:constitution-of-cadiz,ESP,Spain,1812,19 Mar 1812,,Constitution of Cádiz,"Liberal deputies meeting in besieged Cádiz promulgated Spain's first constitution, asserting national sovereignty and a separation of powers, though it was abolished by Ferdinand VII in 1814.",politics,decline-bourbons-and-napoleonic-crisis,https://terralore.co/country/ESP/chronicle#ev-1812-constitution-of-cadiz,2026-08-22
TL:ESP:event:1814:end-of-the-peninsular-war,ESP,Spain,1814,1814,,End of the Peninsular War,"Allied Spanish, British and Portuguese forces expelled the French and restored Spanish independence, but the returning Ferdinand VII reimposed absolute monarchy and revoked the 1812 constitution.",war,decline-bourbons-and-napoleonic-crisis,https://terralore.co/country/ESP/chronicle#ev-1814-end-of-the-peninsular-war,2026-08-22
TL:ESP:event:1810:loss-of-the-american-mainland-empire,ESP,Spain,1810,1810s–1820s,1826,Loss of the American mainland empire,"Independence movements across Spanish America broke away during and after the Napoleonic crisis, ending Spain's three-century rule over most of the Americas.",independence,loss-of-empire-republic-and-civil-war,https://terralore.co/country/ESP/chronicle#ev-1810-loss-of-the-american-mainland-empire,2026-08-22
TL:ESP:event:1898:the-disaster-of-1898,ESP,Spain,1898,1898,,The Disaster of 1898,"Defeat in the Spanish-American War ended Spain's overseas empire; under the Treaty of Paris it lost Cuba, Puerto Rico, the Philippines and Guam, a trauma that shaped a generation.",war,loss-of-empire-republic-and-civil-war,https://terralore.co/country/ESP/chronicle#ev-1898-the-disaster-of-1898,2026-08-22
TL:ESP:event:1931:proclamation-of-the-second-republic,ESP,Spain,1931,1931,,Proclamation of the Second Republic,"After King Alfonso XIII left Spain, republicans proclaimed the Second Spanish Republic, which pursued reform amid intense political and social polarisation.",politics,loss-of-empire-republic-and-civil-war,https://terralore.co/country/ESP/chronicle#ev-1931-proclamation-of-the-second-republic,2026-08-22
TL:ESP:event:1936:spanish-civil-war,ESP,Spain,1936,1936–1939,1939,Spanish Civil War,"A military coup against the Republic led by Franco failed to seize power outright and triggered a devastating civil war, fuelled by foreign intervention and marked by mass atrocities; the Nationalists won in 1939.",war,loss-of-empire-republic-and-civil-war,https://terralore.co/country/ESP/chronicle#ev-1936-spanish-civil-war,2026-08-22
TL:ESP:event:1939:the-franco-dictatorship,ESP,Spain,1939,1939–1975,1975,The Franco dictatorship,"Franco ruled Spain as an authoritarian dictator for nearly four decades, repressing opponents and regional identities, before later decades brought economic growth and cautious opening to the West.",politics,franco-dictatorship-and-democratic-spain,https://terralore.co/country/ESP/chronicle#ev-1939-the-franco-dictatorship,2026-08-22
TL:ESP:event:1975:death-of-franco-and-accession-of-juan-carlos-i,ESP,Spain,1975,20 Nov 1975,,Death of Franco and accession of Juan Carlos I,"Franco's death brought King Juan Carlos I to the throne; rather than continue the dictatorship, the king became a key figure in steering Spain toward democracy.",politics,franco-dictatorship-and-democratic-spain,https://terralore.co/country/ESP/chronicle#ev-1975-death-of-franco-and-accession-of-juan-carlos-i,2026-08-22
TL:ESP:event:1977:first-free-elections-since-the-civil-war,ESP,Spain,1977,15 Jun 1977,,First free elections since the Civil War,"Spain held its first democratic elections in over four decades, producing a parliament that would draft a new constitution under Prime Minister Adolfo Suárez.",politics,franco-dictatorship-and-democratic-spain,https://terralore.co/country/ESP/chronicle#ev-1977-first-free-elections-since-the-civil-war,2026-08-22
TL:ESP:event:1978:spanish-constitution-of-1978,ESP,Spain,1978,6 Dec 1978,,Spanish Constitution of 1978,"Ratified by referendum on 6 December and promulgated on 29 December 1978, the constitution established a parliamentary monarchy, fundamental rights and a state of autonomous communities.",politics,franco-dictatorship-and-democratic-spain,https://terralore.co/country/ESP/chronicle#ev-1978-spanish-constitution-of-1978,2026-08-22
TL:ESP:event:1986:accession-to-the-european-communities,ESP,Spain,1986,1 Jan 1986,,Accession to the European Communities,"Spain joined the European Communities (now the European Union), anchoring its democracy in European integration and ushering in decades of modernisation and growth.",economy,franco-dictatorship-and-democratic-spain,https://terralore.co/country/ESP/chronicle#ev-1986-accession-to-the-european-communities,2026-08-22
TL:EST:event:9000bce:the-kunda-culture,EST,Estonia,-9000,c. 9000 BCE,,The Kunda culture,"Mesolithic hunter-fishers of the Kunda culture, named for the Estonian town of Kunda, settled the eastern Baltic forest zone after the Ice Age, among the earliest inhabitants of the region.",migration,ancient-estonians-northern-crusades,https://terralore.co/country/EST/chronicle#ev-9000bce-the-kunda-culture,2026-06-13
TL:EST:event:1202:foundation-of-the-brothers-of-the-sword,EST,Estonia,1202,1202,,Foundation of the Brothers of the Sword,"Bishop Albert of Riga established the Livonian Brothers of the Sword, the military order that, with the Teutonic Knights and the Danes, drove the Northern Crusades into Estonia.",religion,ancient-estonians-northern-crusades,https://terralore.co/country/EST/chronicle#ev-1202-foundation-of-the-brothers-of-the-sword,2026-06-13
TL:EST:event:1219:danish-conquest-and-the-founding-of-tallinn,EST,Estonia,1219,1219,,Danish conquest and the founding of Tallinn,"Danish crusaders defeated the northern Estonians and built a fortress on Toompea hill, giving rise to Tallinn (Reval); northern Estonia became a Danish duchy within Terra Mariana.",war,ancient-estonians-northern-crusades,https://terralore.co/country/EST/chronicle#ev-1219-danish-conquest-and-the-founding-of-tallinn,2026-06-13
TL:EST:event:1343:st-george-s-night-uprising,EST,Estonia,1343,1343–1345,1345,St George's Night Uprising,Estonian peasants rose against their German and Danish overlords in a great revolt that was suppressed; in its wake Denmark sold its Estonian lands to the Teutonic Order in 1346.,war,ancient-estonians-northern-crusades,https://terralore.co/country/EST/chronicle#ev-1343-st-george-s-night-uprising,2026-06-13
TL:EST:event:1285:reval-joins-the-hanseatic-league,EST,Estonia,1285,1285,,Reval joins the Hanseatic League,"Tallinn, known as Reval, entered the Hanseatic League and grew into a wealthy port linking Russian trade to the markets of the Baltic and the North Sea.",economy,hanseatic-tallinn-danish-swedish-rule,https://terralore.co/country/EST/chronicle#ev-1285-reval-joins-the-hanseatic-league,2026-06-13
